Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
302.0962734615834,310.1240683653959,1358,45.32779490381247,172,1
303.4,311.56265601394693,1300,52.536095874477326,47,1
301.7500298579263,310.3496118469583,1441,44.800298579262865,220,1
303.16187613474835,311.6900531235193,1369,53.03479658390953,31,1
300.11166230240525,309.37050946338866,1307,66.05006695611964,64,1
303.0186135643905,311.5501261283938,1400,52.066260795576724,208,1
302.00100611751344,311.21123205543404,1337,65.13562601993617,194,1
301.2300288655873,310.7607245948526,2663,12.147855081029475,24,1
300.6894386087313,310.17094555923694,1327,50.1554791484829,202,1
300.5725610877591,311.6274389122409,1274,59.78670769838094,195,1
302.8452835486668,311.3452835486668,1372,50.57170129200082,25,1
302.35922209480276,310.8388331422042,1348,46.56894590976777,150,1
302.22827531487127,310.4586234256437,1338,50.18963602049443,134,1
299.57886708498955,310.11494887884214,2624,12.141494887884214,101,1
302.48490329944167,310.3259929215398,1355,50.03711793593891,34,1
302.79196079959195,311.3697748740438,1242,56.54952062417185,223,1
300.9843402227901,310.6858439322092,1292,68.26927662953499,112,1
301.06536333682095,312.06927332635814,2706,9.87157875915494,141,1
303.4,311.41809903584465,1306,53.83710867739821,44,1
302.26868761476123,311.42425137713474,1360,53.21719036903069,121,1
299.6,309.90980355544417,1893,23.35267976297039,215,1
298.95916027442513,308.7523173192733,1411,60.91339523652227,22,1
301.8722652271742,310.7390730744265,1303,62.73992015794048,213,1
300.87413827944624,310.6434203115429,1330,65.44873359216712,204,1
297.5474703674608,308.8819279819227,1326,61.36770742777424,204,1
300.8336337019645,310.1508200915558,1421,53.25869694976229,110,1
303.2027076627889,311.20722043410376,1363,46.77039923251156,29,1
298.11109157309113,308.1469287764847,2883,3.883959300848383,69,1
297.84241606771667,308.25252797742775,1366,52.29592825958058,218,1
302.7855577521338,311.9387902750551,1524,36.68782598640554,206,1
303.21677970128053,311.43534845740527,1352,46.33935920657083,190,1
299.3819874367423,309.0159712839824,1272,68.56397487348458,72,1
301.40598292913353,310.2768188592277,1364,48.663289527175415,213,1
303.0688841906546,311.2688841906546,1337,52.102147050473405,172,1
301.83263487416167,309.72900877703256,1442,45.14045172632074,232,1
297.90952771446933,308.54381108578775,1457,52.1637618834741,207,1
299.22475405877486,309.7854958808568,1336,58.550598255753336,205,1
302.985537105741,311.385537105741,1336,53.20991799636841,95,1
300.7562368629805,311.7977511582173,1334,57.299385241476266,193,1
300.3561313831752,309.42441886268676,1515,33.03173918799204,211,1
302.5961527329221,311.3744337997823,1402,49.879181198403685,207,1
301.99118412994966,310.34528952203016,1376,53.80579044060375,122,1
301.191699799128,310.882793239593,1337,61.08461231558172,203,1
302.4678593980497,310.80089454853726,1331,52.3964218058509,155,1
299.3149149023375,309.9049716341125,1710,28.02724005057596,175,1
298.4258930420567,308.6278339876071,2733,8.868769357679625,17,1
301.9408126520492,310.1210835360656,1284,68.14648607732241,111,1
299.3660581135138,309.82257750662444,1337,54.197817875887154,206,1
302.5672948743102,310.5788247905171,1372,53.531651724913154,156,1
303.28615118055507,311.28615118055507,1351,47.90611652777104,31,1
301.1422901316017,311.05770986839826,1328,66.4176225563389,9,1
302.65839191272255,311.0308743389058,1332,54.183216174554836,200,1
301.64762875016237,310.84309267871834,1355,57.77731964277983,194,1
302.2908643729882,310.87259311896463,1364,48.683204437365305,129,1
297.7426824778676,308.08987773450735,2715,9.771902187605889,20,1
302.2637323239986,311.3851283430574,2684,11.950227866588806,29,1
302.44935600085336,310.2675253321955,1329,51.03891465927072,149,1
302.3250385873733,311.9379091900517,2557,12.642433596938977,10,1
301.3663024514754,311.4864459051881,1336,62.005872090337434,190,1
297.4638327205765,308.0758884803843,1333,72.40989583346649,153,1
303.2211613160893,311.48174197413397,1338,56.63246779668979,187,1
299.7727258965164,310.37441825259725,1395,64.33637051741779,64,1
300.80710921870536,310.42284368748216,1379,56.45128056230352,203,1
302.3217367692347,310.93145502262905,1333,64.19896559277925,48,1
299.38748361919556,308.6774967238391,2549,12.988748361919557,176,1
299.7542633172762,309.75291700655737,1412,60.6302730503153,207,1
299.3913392458221,310.1628174425876,1438,46.28412195067381,52,1
301.403979669835,309.9,1309,61.42446378522536,194,1
302.0589753193924,310.0589753193924,1377,48.26153702091145,168,1
297.2364467371349,307.83371312295884,2831,5.630979508782775,213,1
302.1281962218736,310.33590188906317,1339,59.54606032967286,108,1
302.59784509481375,310.4537657395717,1305,55.845188874860526,19,1
303.1353463364014,311.6744227726643,1491,46.08232683179929,238,1
300.2773350789731,309.74514966606523,1272,64.98395233754317,16,1
302.8260339579418,311.27396604205825,1369,54.225443124832175,117,1
296.7299675849146,307.1358036195051,1367,56.16498379245731,215,1
302.2013876383823,310.59722472323534,1346,47.603379059483906,108,1
301.2717848984121,310.2,2808,6.3464294154357965,201,1
300.1184447594541,309.93499832826507,1323,49.24930469551647,217,1
300.06005753017496,310.9960632831924,2119,18.349649475950468,221,1
297.554740493789,308.245259506211,2564,12.8,126,1
298.90238054416164,308.67319697566296,1430,60.20435544435428,20,1
297.8718423159785,307.9281576840215,2565,12.8,125,1
300.39839509745,310.66960898800835,1662,29.995987743624948,216,1
299.2883948307007,308.67811636201463,1267,68.24933664969343,76,1
302.3656259349235,310.2687481301529,1346,59.83913215180367,106,1
303.0949303904907,311.3904676972553,1334,51.99939308372608,65,1
298.68623279273214,309.71960345186653,2611,12.168612081532888,99,1
303.0959290120693,311.2809965884758,1361,48.47782115145032,63,1
301.91335735751375,310.5433213212432,2672,11.658303303107857,118,1
302.11502648056313,310.84624337985923,1396,47.48497351943687,21,1
300.82680929159153,311.4257754106821,1385,64.5038591503969,134,1
302.0614711695428,310.3031172982743,1376,52.96234596548575,119,1
298.7248932754241,309.77474081174427,2722,9.275289680991698,127,1
301.41052757987916,310.26841992899637,1360,57.799986656831386,69,1
301.74439389885356,311.02219694942676,2642,12.001724954198913,92,1
301.71456699101657,309.8437009730497,1284,68.2374579768997,111,1
302.72915960453713,311.15757062148157,1326,55.88860169500049,4,1
299.33543458978835,308.86456541021164,2560,12.851891130809525,166,1
300.7825592305002,309.9293919474895,1340,57.03141878919123,204,1
303.2,311.48012099587567,1338,57.32532381853058,3,1
303.1732513594812,311.4227517479044,1361,48.6395081568871,102,1
302.60181910134423,311.5799898852138,1227,68.19272359462319,187,1
300.427854491978,309.48447547305574,1552,38.15068528383345,207,1
303.4,311.7859711308928,1364,49.94603690070849,198,1
298.0601035286602,308.58290151228294,1465,40.87720201637725,215,1
302.4434751597599,310.9434751597599,1323,61.57173757987996,44,1
302.36112465867205,310.8416869880081,1348,46.70256779058281,145,1
302.31961305809807,310.47009673547547,1365,66.07566706675333,82,1
303.24350567041864,311.24350567041864,1357,47.30907938586087,30,1
298.6577727793651,309.15283589620816,1339,60.409138857054664,205,1
301.88711503894507,310.75968394248036,1617,29.120948172558872,233,1
303.2461486644675,311.49229732893497,1319,55.76905459189508,225,1
297.3828292149706,308.0888892832568,1258,69.10505064845702,108,1
300.79019417493976,309.43387345169924,1380,52.619206561346076,105,1
299.15619171835954,310.49307129288803,1329,69.69405394455795,25,1
301.8008975179425,310.8004487589712,1378,52.452916933312956,213,1
302.0043669952276,310.50553152728827,1263,60.62911330151715,90,1
297.5643237553594,308.70404260600253,2788,7.090334406860077,179,1
299.15419431395947,310.4541943139595,1236,70.38249110022127,200,1
299.7489964403691,308.9658489514119,1383,53.05122657288218,220,1
299.71072179237814,308.9300742811037,1287,62.70269656998754,149,1
302.6400703774896,310.50011729581604,1376,51.06063339740646,111,1
303.0380768148015,310.9841024197354,1359,51.99175342402629,64,1
302.50575435919745,310.3121480916391,1326,58.56969168361358,54,1
301.7841695628949,310.1143913064592,2373,13.892804346770404,204,1
299.790093015208,309.3324608847789,1345,59.69863003479854,190,1
302.18474372136734,310.75688316912374,1340,55.04478520865159,61,1
302.9620943530093,311.1305063138504,1362,47.68212890181314,106,1
301.0418508113772,311.9813930503279,1400,50.786029962360864,225,1
300.4681767265712,309.6403243784983,1617,35.171085013793395,226,1
301.16787862088245,310.6737379303918,1276,66.99495172156723,12,1
302.1808454101955,310.5808454101955,1333,55.30647343687245,110,1
298.7890056345198,308.15713821658386,1322,62.41757474281175,187,1
301.13141974333735,310.27382468706844,1324,44.96439876406723,207,1
300.8364331758338,310.4095375647467,2754,8.187529754655667,15,1
300.45580250048215,309.656296316094,1329,53.63567901317058,204,1
302.1036600528859,310.5036600528859,1356,57.48169973557057,106,1
298.3457961555762,308.568631941078,2733,8.89140543429369,17,1
298.84060303368415,309.9214463800457,2142,15.98963953098389,123,1
299.349149030177,309.8702327215791,2294,15.661549134560314,214,1
302.4407303198573,310.24073031985733,1328,50.79494158145636,53,1
303.784918267494,312.9547548024819,1365,59.56066101861422,204,1
302.313858215503,310.84456713798807,1366,48.02582818141954,131,1
302.6571412122305,311.1571412122305,1313,60.1517809851626,41,1
300.41154875369403,309.3272592166077,2849,5.006599287825141,152,1
299.1714206971587,309.88927357478633,1435,60.185719535227534,110,1
297.2448325182239,307.9652619498012,1384,56.455087316600384,202,1
299.62448188148113,309.1893179968991,2469,13.343472109216101,165,1
300.24918902735396,309.68008302314564,1308,71.21118457680149,46,1
299.48038200306735,309.00021222392627,1254,68.47804753987792,116,1
300.8168117971445,309.44488764019775,1380,52.557710675562646,105,1
301.50096570427684,310.9919002996923,1346,49.5455140559693,210,1
299.0140332548103,308.8183129602501,1364,51.63864156108968,216,1
300.59177187651716,311.27135393988755,1696,29.360208968314776,216,1
300.90222339939146,309.55352728658613,2441,13.548696112805356,194,1
301.99031136420797,310.4709589290205,1373,47.95484431789602,72,1
302.29254439055734,311.46218934960655,1330,61.60295853541007,8,1
297.93748949240825,308.4765903791021,1340,60.42128911542845,206,1
301.7143194663479,309.83221879928277,1284,67.99236773795569,110,1
300.7358204540598,311.7306410429236,1524,38.67805133735547,213,1
299.5390579474396,309.5893943947825,1379,59.067036257816525,105,1
298.65444010350325,309.01420833121045,1284,61.31065624840786,216,1
299.3849025153882,308.7,1445,62.86678553385413,133,1
299.884440290539,310.9406343272198,1230,65.03746269112061,202,1
302.7,310.6131550019199,1361,45.024917554716716,10,1
302.8791409810095,311.35543624736243,1237,55.54475155591637,224,1
300.7592444118407,310.3187631947812,1445,43.32680456397316,208,1
299.0731894343258,309.78144398917937,1287,62.122672129847444,216,1
297.29789740114427,308.19789740114425,1396,52.723128587413164,211,1
303.90036492670146,312.81281931086374,1362,62.304881314790386,199,1
300.53972535116395,310.269862675582,1654,30.5,222,1
300.03677170040515,309.82583172317834,1403,50.107613084513495,205,1
301.94860452559243,310.44506465529224,1308,61.22940733112134,79,1
297.5451989067171,308.27259945335857,1430,44.52201639924351,214,1
301.7088408968465,310.5516262680683,1308,64.37297490801282,76,1
302.79431514433804,310.8229110979531,1367,48.04565052060083,106,1
301.4923975635669,310.8258072126059,1450,59.48698192013846,170,1
300.9267072739869,310.44002940530083,1444,43.50004200757265,208,1
301.4774591908688,310.5344263070528,1739,29.52262313692671,214,1
300.6504427588026,310.9411103449103,1237,66.00478551640616,179,1
298.95250430157523,308.9230857708926,1329,72.38733448042005,154,1
298.1117213555792,308.5115016675707,1387,57.46725250135607,198,1
301.05991743573554,312.08016512852896,2707,9.857283268805748,141,1
302.0186377924958,310.61393875889075,1352,56.54408662251276,191,1
299.6416997581524,309.48162745277375,2563,12.8,93,1
297.6119670075595,308.30598350377977,1429,43.52049488660736,215,1
300.18967633007395,309.77136417773215,1397,60.07324860936728,191,1
301.6992393494092,310.5861019792289,2674,11.695764844216374,124,1
302.4629235875912,311.85013033464344,1364,54.07519550196516,118,1
300.4981466656839,310.8012355562107,1259,69.39826297087967,148,1
302.70769382184506,311.33162414192293,1236,56.04956819123397,223,1
301.69120649863214,310.7147530692791,1269,61.550364626247564,187,1
302.1332730357704,310.0332730357704,1359,47.262747325074685,7,1
299.3966911945458,309.1647615968597,1324,73.66927360429725,163,1
298.952179044444,310.09022380555496,1440,46.25764435888554,43,1
301.208443333104,310.22589041698205,1269,58.02457041973416,196,1
301.56384053316367,310.6946799555697,1336,64.83391360203572,0,1
301.48887677503336,310.64444617499527,2655,11.97778469998095,113,1
300.7,311.8855645254103,1335,57.2876611696655,193,1
302.59077993515166,310.4546100324241,1306,54.76311974060672,17,1
297.5111668760106,308.4394547738297,1339,59.829029313404604,206,1
300.8205644975199,309.7002402117106,1439,39.620384338736976,214,1
302.5944074300215,310.98608520101504,1333,54.311185139957026,201,1
301.3514416042161,310.2635812031621,1314,57.36083801747212,68,1
299.2600146526967,309.19016850601224,1377,51.45025642219251,218,1
302.39919183240727,310.72059265623466,1449,43.306465340741816,210,1
298.76955766998105,308.86244578998793,2676,10.77248915799759,84,1
301.86395857219145,311.5547266968577,1368,56.21362629461902,207,1
303.0361577009066,311.2361577009066,1339,51.578523214505125,173,1
301.7873721278426,309.86416233804607,1441,45.173721278426065,229,1
301.5650460584563,311.48675115927756,1527,37.89760370968819,209,1
302.97903812240537,311.2790381224054,1334,53.51615248962153,163,1
300.52794024787113,309.5448202047631,1369,60.37950950964623,30,1
300.8675269136898,311.38646295003093,1257,71.23787207268225,151,1
298.65463871662223,309.6741656622065,1397,51.70394212013072,215,1
303.3549589595592,311.8390503854177,1242,55.65888622365446,222,1
300.3261581547046,309.5765668313129,1327,50.125885228337054,207,1
302.590975736943,310.26316984139936,1325,61.90366553186224,92,1
302.2370278664192,310.3325944267161,1372,51.36297213358073,159,1
300.8618634110468,309.8255486880277,1260,64.30948221584757,102,1
302.3,310.8291329263806,1377,47.88265852761285,25,1
300.5972280668429,311.8273453937996,1367,57.86657785202275,191,1
302.22433103557233,311.51621783617264,1301,61.121620927354584,209,1
298.0557973468207,308.39273180574526,1325,74.725735423717,168,1
297.3786626987559,308.01910846583723,1330,73.37515608076667,159,1
302.01590717091017,311.41747099090946,1230,66.81277953091166,183,1
302.44424989617573,310.81598438148905,1276,57.061985212083094,22,1
303.5394962643898,311.9394962643898,1347,49.79370330487236,92,1
300.7,310.2329816981566,2026,19.52872212936147,211,1
298.4475483765754,308.79233289607134,2855,4.780980649369818,155,1
300.89826895943753,309.48423053666073,1342,61.35413750312933,112,1
301.1684379179344,311.0561459726448,1399,57.64908767096998,191,1
298.05571984435034,308.4228793774012,1351,56.069727626834975,204,1
303.0708167110775,311.63968828231737,1372,54.69338528628044,116,1
297.04740036265446,307.88513118454665,1385,61.2663508862811,100,1
300.1617548367446,309.60873216443883,1425,54.950965538151124,20,1
300.3727248928576,310.2762624940476,1372,64.13964362202437,87,1
301.98891455340686,309.98891455340686,1376,48.36662816988968,173,1
302.2670836700547,310.51055510659376,1332,52.61860819285922,156,1
302.612449737334,310.38970418727365,1358,53.03559738872248,61,1
296.5663492604068,306.9858201553729,1367,56.08317463020339,215,1
302.11395933839566,310.68701098634784,1332,63.196745044026144,48,1
302.1972008856614,310.86871935051494,1451,44.9223929147085,209,1
303.00269132848956,311.12610969670715,1351,48.955994874016106,189,1
300.84871663014246,310.2059953941724,1510,32.708849438801586,207,1
302.43805208972293,310.7190260448615,1356,49.32777468127824,122,1
302.7003841665661,311.47918267360694,1333,60.073559375377044,5,1
301.97685629933784,310.4,1287,62.069865156290305,21,1
302.35528537777844,311.11553179923413,1399,50.44225040766443,208,1
304.35191402575873,313.6182538437899,1509,35.04327737681711,205,1
302.37759778018335,310.3044804439633,1373,51.22240221981665,162,1
298.04704442706173,308.388177708247,1350,56.49482307397461,204,1
303.1714017616456,311.48566960274263,1363,49.59968721919843,107,1
300.8148209152101,310.77876766891035,1436,48.23505420457424,79,1
301.81145527716126,310.45242546193543,1329,62.578958846964994,82,1
302.2342276390294,310.16845527805884,1377,52.745325341248964,143,1
301.927746969831,310.4166481818986,1369,51.87203121295234,153,1
302.2703048392566,311.2851524196283,2648,11.839906203305672,86,1
300.53319646205136,309.67016034716863,1265,68.53763524696123,193,1
303.31798315568443,311.6359663113688,1301,47.95932175381937,218,1
300.57754175407484,310.18770877037406,1651,30.18558455704727,200,1
299.67289337732115,309.32258885223234,1398,42.509899010273564,220,1
302.7641006040518,311.2712115421062,1238,56.57145408622012,222,1
297.669436322263,308.49043841601764,2877,4.080250523438668,99,1
297.6373548908719,308.6700934965094,1369,50.379014411946805,220,1
297.04843105786154,308.1993724231446,1289,62.25671209312357,200,1
301.94593964078695,310.2756767265355,1338,49.28383632677544,61,1
300.74715567872005,311.9508232691201,1457,56.29925097216083,87,1
301.70858976538074,311.2270341720541,1455,48.83128187695389,209,1
300.15549978669156,310.9793571123845,1231,64.88257155046199,196,1
301.99650228595624,310.4918386672312,1263,60.68860875577533,90,1
301.47353882589346,310.4640276481986,1380,51.825345288503,63,1
300.888257967976,310.37988451451747,1681,30.47430221221179,229,1
300.3366270731258,309.8504915009139,1399,60.34454228884762,191,1
303.08282566521115,311.08282566521115,1364,46.88747893566217,24,1
301.0714869419572,310.41420545480895,1269,59.85636215132324,198,1
301.1104455538225,310.3967246942783,1395,48.347034512607074,209,1
299.01027555476855,309.71027555476854,1268,68.63219057837588,196,1
298.85852796752164,308.97904436227566,1329,59.57646238850542,188,1
303.47028594944896,311.8851429747245,2660,11.470681246323393,73,1
299.128705702193,309.4062183587093,1595,36.70621835870926,222,1
301.59670879829287,310.64089271516053,1695,30.437015326405636,223,1
302.7,310.674794338595,1366,46.78163864995789,10,1
302.0169583009095,310.4,1288,61.688896141359706,21,1
300.9623248498639,312.3652161036006,1462,58.27098380248092,91,1
302.39184474077746,310.89184474077746,1376,47.85106844466478,22,1
299.1605001874469,310.4605001874469,1236,70.30918532092991,200,1
302.3,311.3799384640082,1364,51.38628377605094,124,1
303.32173365035436,311.6434673007087,1302,48.55565040634114,218,1
302.02130861346694,311.5311931475728,1497,36.95892231832134,205,1
302.6436986810018,311.53191714697687,1282,62.60067806475931,10,1
303.0442589161198,311.19567287036693,1344,54.72746199893688,98,1
296.40066521059146,307.25752297748085,1319,68.27123851125958,23,1
300.1932303979876,309.4699227984907,1305,64.78314776846946,42,1
302.88469810609,311.38469810609,1377,44.2702007229881,28,1
302.9752256135935,312.1256768407805,1258,71.09561131214633,121,1
301.9347209946354,310.93254900303214,1265,64.93852197994113,197,1
297.30835874563365,308.2182095406913,1339,60.78775865700448,206,1
302.2587376782196,311.40403801147556,1331,54.69104177002425,198,1
299.43071440541354,309.83482097969915,1811,24.923570351277974,225,1
302.2158528832093,310.2109701824653,1369,50.918326021998865,13,1
302.5799264922081,311.99779019826093,1419,49.01362787205451,215,1
299.08897751577774,309.4816544048031,1288,68.95078732030159,155,1
303.4537289006095,311.96118670182864,1364,51.956668378654314,198,1
299.19296238294555,308.5668573620173,1377,50.51963948992569,220,1
299.2852322825325,308.5852322825325,1383,53.12743304103947,218,1
302.1044765031495,310.5564012658101,1339,50.85255174048887,64,1
300.5211334950759,311.01045803519753,1463,50.68475140498456,210,1
297.94060736059885,308.6250470384031,1410,64.05939263940118,8,1
298.65799420757713,309.0255814642468,1284,61.31918609818511,216,1
302.97246153604425,311.3724615360442,1336,53.30929232606362,95,1
302.4,310.3,1377,54.12948222740835,164,1
302.8792969067917,311.05422586672347,1361,47.45802549303782,32,1
298.0510047079212,308.56009744862723,1544,36.12575604941166,206,1
302.0921402916657,309.8474244666651,1384,62.101088104172995,142,1
302.33762515647413,311.2494993741034,1334,67.03862640826738,200,1
297.15131136083596,308.1687778912891,1360,52.6925780956094,212,1
302.0634226806419,310.5528522338683,1369,46.048989696690114,85,1
302.537416059612,310.9624496357672,1285,67.29905986765398,112,1
300.390223816216,309.9,1395,46.33910473513604,210,1
303.0,311.12680926831746,1360,46.35575756139725,109,1
300.02098590238427,310.08439819729693,1360,59.4883226251179,206,1
300.0959477542581,309.49696081569357,1674,28.998986938564517,162,1
301.86362274050566,310.3081232161887,1361,54.509636059630374,68,1
301.41371007762353,310.80656086325916,1440,43.789320679004135,208,1
296.2168661476185,306.5304554058544,2278,14.540687491256895,153,1
301.46489002524595,311.6566259010581,1333,55.9178972337108,196,1
303.08300086880473,311.64460826902194,1340,47.56562590076018,209,1
300.47933017635546,310.5657931718837,1284,67.61353700447175,10,1
300.48989252646993,310.11591911533594,1284,61.156727961976664,18,1
302.2229297733176,310.8496235951486,1359,57.56543259890515,98,1
301.850796370317,310.8341865698293,1315,55.56040943648871,9,1
298.4326711704879,309.0211186174798,1358,53.951581460954905,223,1
299.2544289507863,310.3910235421613,1336,71.05822841968548,36,1
302.8302709885763,311.029190161015,1303,62.50810620670988,219,1
300.0106792451687,310.8583396223089,1375,48.55754717007117,221,1
302.7903494749312,310.91296000263253,1329,62.016454751944615,54,1
297.0807420402651,307.98074204026506,1398,55.111837557084286,206,1
301.766934122998,311.4002005922485,1367,57.29278504785415,207,1
301.9020425905695,310.6,1330,68.50297694794655,85,1
301.24655153157005,311.17704735361565,1234,64.98555988747881,178,1
302.5633647275735,310.8725235456801,1332,51.67028254816146,154,1
302.609548330301,310.42462360858417,1351,42.29748418334442,9,1
299.62418697233704,309.7601335516693,1589,37.0601335516693,223,1
303.1257170843324,312.2081672633321,2707,9.760816726333205,40,1
301.6111223778468,310.795056720957,1354,57.766632866459624,194,1
299.8046919721347,309.70364931166034,1413,63.7398340603747,200,1
302.96100332275904,311.01760531641446,1349,51.14779933544819,7,1
300.9801514707389,310.4600504902463,1710,29.350889630587368,199,1
301.0249521709082,309.62823175620497,2431,13.596720414703197,196,1
301.06689776044243,310.7635470858196,1337,58.41369147314812,202,1
301.2774625853476,309.9290546738839,2825,5.7806467624202815,214,1
300.2253435011527,309.12465825661815,1369,58.391091821051006,29,1
302.5389651859055,310.5316086431759,1372,53.35695197975089,157,1
298.7166245708536,308.1404461220382,2559,12.88808922440765,148,1
300.0473080047254,310.82497108710083,1520,42.38224611749705,218,1
301.6478625009821,310.94571585394596,1321,54.42714207302701,229,1
302.1179943880785,310.68892846966804,1340,54.43563254914462,204,1
303.0042862881105,311.36460438601114,1332,64.60746726711649,53,1
302.15037561917643,310.6748121904118,1313,53.00150247670565,9,1
302.4704221886414,311.6295778113586,1365,54.07303808084631,118,1
302.74028834570447,311.1402883457045,1368,58.954214150203,92,1
298.25916669013617,308.67387500352044,1326,49.7321667746263,207,1
302.4,310.3,1377,53.82164390200717,163,1
302.4675829225621,310.7675829225621,1362,54.95769348597825,153,1
303.38760126843874,311.78925443264694,1340,47.07191264305508,209,1
301.41411626070675,310.3380387535689,1339,55.753987082143695,204,1
301.5105749626414,310.3266974763395,1325,46.77003760584945,207,1
300.10222618010795,310.55069329633955,1293,61.18635033717369,204,1
300.85737380781694,310.61274973507045,1372,61.210157077904896,92,1
302.6622460577204,311.0418170187536,1298,60.221274323190116,12,1
297.42026998530014,308.3868616560501,1458,59.43295835374985,207,1
302.32539542844125,310.7476274293525,1376,48.24753942115081,164,1
296.48595757549464,306.7536171063755,1232,73.92085063625971,87,1
298.11430114254244,308.94389408129547,1371,56.581628244987876,203,1
302.33349055501327,310.66674527750666,1357,52.671697760424735,156,1
302.7525197702386,310.61321416948135,1307,53.74748022976138,86,1
302.684973823464,310.5987041910621,1377,50.253625661454265,108,1
302.46201624391995,310.73789381923757,1309,55.87596751216011,41,1
297.9462963068575,308.1407407467757,1319,67.82962962661215,21,1
303.0286391651425,312.0500592694997,1359,60.597751698404046,197,1
298.8338992595531,310.05118844506154,1364,50.378975701440964,224,1
298.9543384820088,308.49671084539347,1301,65.15951768801877,42,1
302.3271438626388,310.7907157939582,1347,47.229270129098374,142,1
298.6756424823523,308.803252216386,1345,58.87239026596632,202,1
298.19306363249495,308.8092203960936,1399,57.38384323640133,198,1
302.01164901018495,309.7285930249994,1386,62.68729198888916,141,1
302.58350051183277,310.2,1322,61.01404299394995,91,1
301.74881187168126,309.92163658381065,1385,63.069394306351136,141,1
300.878217475824,309.4702968865479,1380,52.41584238344112,105,1
300.044804001812,310.96177833358496,1230,63.89029932799808,211,1
301.72074917604,310.22074917604,1311,57.459653881114946,40,1
299.69447855981355,310.8113260984544,1376,53.80939121236505,214,1
299.34177963800914,310.338166236642,1375,61.721905930489875,91,1
301.3729514386996,311.2759885738117,1243,70.07507141367702,148,1
301.77112105849505,310.7321554428964,1378,53.267844557103615,211,1
301.6362148809063,310.1603581348438,1326,50.662611901627685,77,1
302.3741577150144,310.3489280009274,1353,46.59540571826038,6,1
303.2853521449181,311.8835596152609,1259,62.95754134658699,205,1
301.80029290356487,310.2581259764986,1361,54.819618945708825,69,1
302.3226639845219,310.7640160928684,1376,48.09184711775002,164,1
302.18459508613745,310.1076664732658,1354,45.56142774256776,6,1
298.4875960010632,308.0772812265095,1225,67.27024554485463,84,1
300.8854308585297,310.2150266021807,1312,73.13386703749548,50,1
300.8599555896522,310.4640044410348,2635,12.12800888206956,18,1
301.9107687778703,311.5425930572142,1363,60.11591213967196,205,1
303.3404154873925,311.72409506021955,1371,54.47020774369624,114,1
299.29951593149104,309.27912867668397,1344,60.547408905047014,190,1
298.31050192676696,308.7140025690226,1404,55.50999571829568,218,1
302.1570033009382,310.7093377345842,1364,44.19066226541579,75,1
303.6689591399989,312.24832688000896,2661,11.4,57,1
300.96021124563845,311.87881110319773,1371,59.27363302471191,211,1
300.3045517626613,310.8416551017877,1669,29.76137940665312,216,1
301.2125952092663,310.8298448522107,1719,29.207362487582365,220,1
299.73930663212366,309.5354795211717,2563,12.8,91,1
300.1840707614659,310.2551622166142,1339,59.476401201326425,203,1
302.7287385198155,311.0429128399385,1371,48.06142205386631,31,1
300.3941594924954,311.0941594924954,1269,67.58043878570348,207,1
299.4674494258282,310.32841450794723,1432,49.296553278146135,230,1
303.14490259747527,311.3928598485273,1360,45.76021374474017,63,1
301.69022676652764,310.21149336186505,1267,59.8660674512888,195,1
297.63783195752524,308.35769709849893,2557,12.83525933797157,129,1
302.6865922382418,310.48882686520153,1351,41.8737426896699,9,1
299.4102635890347,309.7352362739604,1363,63.80751843839094,180,1
302.3230876384274,310.83385258305645,1289,64.89858155038678,106,1
301.47054550923434,310.6337382157253,1565,38.72514912591,213,1
302.5843019769137,311.30721444510107,1298,47.83266517905675,218,1
301.848902454625,311.10811335299263,1333,66.22236730489703,205,1
302.73024380057075,310.6069917340944,1327,57.387154963907946,57,1
303.565866767428,311.965866767428,1310,52.55866767427991,83,1
299.11727695965874,309.612477804198,1455,57.07600422269617,209,1
302.24246790387645,310.6424679038764,1333,57.56958344992131,103,1
302.4833383562345,312.0066706849876,1287,68.4533353424938,0,1
301.4020408730678,310.30413145571475,1613,30.03549019541923,233,1
296.6707140705796,307.46813464574063,1370,52.62579424838992,217,1
302.90081141943676,310.9504057097184,1357,44.60915289482326,114,1
301.8631227575002,310.79003310263903,1307,65.52225931152758,72,1
303.046697305093,311.3355734279709,1360,45.55561938561046,63,1
299.3884808862908,308.6807868961786,1383,53.530754088989816,217,1
302.73945909335924,311.21693636744766,1284,68.40288182525991,110,1
303.9574570577219,312.92127147113905,1363,61.946941750384475,201,1
300.28821743070193,309.64116307302646,1668,29.04705435767549,154,1
302.5624460043394,310.58856764188647,1353,48.75752748886607,6,1
302.17395411849145,310.9775105193788,1341,60.921965530471155,3,1
300.7017307596901,310.5720466998893,2641,12.185590660022134,19,1
296.8182088274229,306.9897543669639,1239,73.63805520841986,89,1
300.3369379259754,310.4642961871501,1499,47.975374716016425,227,1
297.7619575302619,307.56104954802777,1606,35.93895045197223,223,1
299.6,310.44407530611926,1912,23.317061646258715,208,1
300.68535973738534,310.4488844644489,1365,64.53870634403862,208,1
302.57935301636417,310.755471114549,1330,51.71094222909797,152,1
302.02131634598413,310.46065817299205,1284,61.61716562665449,22,1
301.69154596222194,310.88195588372366,1298,62.85318564822882,121,1
300.8838778624562,310.932838306858,2460,13.483580846571003,175,1
